cod_departamento,departamento,anio,biologico,cobertura_vacunacion,estado_indicador,rango_bajo_inicio,rango_bajo_fin,rango_medio_inicio,rango_medio_fin,rango_adecuado_inicio,rango_adecuado_fin,cobertura_original,cobertura_porcentaje,nivel_cobertura
66,Risaralda,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8987,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8987,89.87,Media
68,Santander,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8485,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8485,84.85000000000001,Media
70,Sucre,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8989,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8989,89.89,Media
73,Tolima,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8831,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8831,88.31,Media
76,Valle del Cauca,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7941,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7941,79.41,Baja
81,Arauca,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9455,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9455,94.55,Adecuada
85,Casanare,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9582,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9582,95.82000000000001,Alta
86,Putumayo,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9504,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9504,95.04,Alta
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8272,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8272,82.72,Media
91,Amazonas,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.6551,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6551,65.51,Baja
94,Guainía,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9299,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9299,92.99,Adecuada
95,Guaviare,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9106,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9106,91.06,Adecuada
97,Vaupés,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7908,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7908,79.08,Baja
99,Vichada,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7388,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7388,73.88,Baja
5,Antioquia,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8022,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8022,80.22,Media
8,Atlántico,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9159,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9159,91.59,Adecuada
11,Bogotá  D.C.,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9259,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9259,92.58999999999999,Adecuada
13,Bolívar,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8082,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8082,80.82000000000001,Media
15,Boyacá,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9256,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9256,92.56,Adecuada
17,Caldas,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8734,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8734,87.33999999999999,Media
18,Caquetá,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8325,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8325,83.25,Media
19,Cauca,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.869,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.869,86.9,Media
20,Cesar,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8225,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8225,82.25,Media
23,Córdoba,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8661,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8661,86.61,Media
25,Cundinamarca,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9382,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9382,93.82000000000001,Adecuada
27,Chocó,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.715,IndicatorState1,0,49.99,80,89.99,90,94.99,0.715,71.5,Baja
41,Huila,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.939,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.939,93.89999999999999,Adecuada
44,La Guajira,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7101,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7101,71.00999999999999,Baja
47,Magdalena,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8706,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8706,87.06,Media
50,Meta,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8358,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8358,83.58,Media
52,Nariño,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8465,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8465,84.65,Media
54,Norte de Santander,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8673,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8673,86.72999999999999,Media
63,Quindio,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8759,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8759,87.59,Media
66,Risaralda,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8691,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8691,86.91,Media
68,Santander,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8507,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8507,85.07000000000001,Media
70,Sucre,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8924,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8924,89.24,Media
73,Tolima,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8892,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8892,88.92,Media
76,Valle del Cauca,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.768,IndicatorState1,0,49.99,80,89.99,90,94.99,0.768,76.8,Baja
81,Arauca,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9146,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9146,91.46,Adecuada
85,Casanare,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9059,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9059,90.59,Adecuada
86,Putumayo,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8792,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8792,87.92,Media
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9139,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9139,91.39,Adecuada
91,Amazonas,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7134,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7134,71.34,Baja
94,Guainía,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8002,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8002,80.02,Media
95,Guaviare,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8279,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8279,82.78999999999999,Media
97,Vaupés,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6315,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6315,63.14999999999999,Baja
99,Vichada,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6035,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6035,60.35,Baja
5,Antioquia,2022,BCG - Antituberculosa Recién Nacido,0.9059,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9059,90.59,Adecuada
8,Atlántico,2022,BCG - Antituberculosa Recién Nacido,1.0156,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0156,101.56,Alta
11,Bogotá  D.C.,2022,BCG - Antituberculosa Recién Nacido,0.8508,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8508,85.08,Media
13,Bolívar,2022,BCG - Antituberculosa Recién Nacido,0.8829,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8829,88.29,Media
15,Boyacá,2022,BCG - Antituberculosa Recién Nacido,0.8943,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8943,89.42999999999999,Media
17,Caldas,2022,BCG - Antituberculosa Recién Nacido,0.8784,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8784,87.83999999999999,Media
18,Caquetá,2022,BCG - Antituberculosa Recién Nacido,0.9093,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9093,90.93,Adecuada
19,Cauca,2022,BCG - Antituberculosa Recién Nacido,0.7481,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7481,74.81,Baja
20,Cesar,2022,BCG - Antituberculosa Recién Nacido,0.9677,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9677,96.77,Alta
23,Córdoba,2022,BCG - Antituberculosa Recién Nacido,0.8577,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8577,85.77,Media
25,Cundinamarca,2022,BCG - Antituberculosa Recién Nacido,0.4902,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.4902,49.02,Muy baja
27,Chocó,2022,BCG - Antituberculosa Recién Nacido,0.8617,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8617,86.17,Media
41,Huila,2022,BCG - Antituberculosa Recién Nacido,0.9222,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9222,92.22,Adecuada
44,La Guajira,2022,BCG - Antituberculosa Recién Nacido,1.0818,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0818,108.18,Alta
47,Magdalena,2022,BCG - Antituberculosa Recién Nacido,0.8936,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8936,89.36,Media
50,Meta,2022,BCG - Antituberculosa Recién Nacido,0.9836,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9836,98.36,Alta
52,Nariño,2022,BCG - Antituberculosa Recién Nacido,0.7735,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7735,77.35,Baja
54,Norte de Santander,2022,BCG - Antituberculosa Recién Nacido,0.8653,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8653,86.53,Media
63,Quindio,2022,BCG - Antituberculosa Recién Nacido,0.9421,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9421,94.21000000000001,Adecuada
66,Risaralda,2022,BCG - Antituberculosa Recién Nacido,0.9533,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9533,95.33,Alta
68,Santander,2022,BCG - Antituberculosa Recién Nacido,0.8746,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8746,87.46000000000001,Media
70,Sucre,2022,BCG - Antituberculosa Recién Nacido,0.9438,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9438,94.38,Adecuada
73,Tolima,2022,BCG - Antituberculosa Recién Nacido,0.8319,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8319,83.19,Media
76,Valle del Cauca,2022,BCG - Antituberculosa Recién Nacido,0.7849,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7849,78.49000000000001,Baja
81,Arauca,2022,BCG - Antituberculosa Recién Nacido,0.9016,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9016,90.16,Adecuada
85,Casanare,2022,BCG - Antituberculosa Recién Nacido,0.906,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.906,90.60000000000001,Adecuada
86,Putumayo,2022,BCG - Antituberculosa Recién Nacido,0.9107,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9107,91.07,Adecuada
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,BCG - Antituberculosa Recién Nacido,0.8666,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8666,86.66,Media
91,Amazonas,2022,BCG - Antituberculosa Recién Nacido,0.7366,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7366,73.66,Baja
94,Guainía,2022,BCG - Antituberculosa Recién Nacido,1.4111,IndicatorState3,0,49.99,80,89.99,90,94.99,1.4111,141.11,Alta
95,Guaviare,2022,BCG - Antituberculosa Recién Nacido,0.9607,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9607,96.07,Alta
97,Vaupés,2022,BCG - Antituberculosa Recién Nacido,1.1443,IndicatorState3,0,49.99,80,89.99,90,94.99,1.1443,114.43,Alta
99,Vichada,2022,BCG - Antituberculosa Recién Nacido,1.0619,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0619,106.19000000000001,Alta
5,Antioquia,2022,PENTA3,0.8753,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8753,87.53,Media
8,Atlántico,2022,PENTA3,0.9997,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9997,99.97,Alta
11,Bogotá  D.C.,2022,PENTA3,0.7094,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7094,70.94,Baja
13,Bolívar,2022,PENTA3,0.9435,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9435,94.35,Adecuada
15,Boyacá,2022,PENTA3,0.8974,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8974,89.74,Media
17,Caldas,2022,PENTA3,0.8738,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8738,87.38,Media
18,Caquetá,2022,PENTA3,0.8391,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8391,83.91,Media
19,Cauca,2022,PENTA3,0.9393,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9393,93.93,Adecuada
20,Cesar,2022,PENTA3,0.9158,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9158,91.58,Adecuada
23,Córdoba,2022,PENTA3,0.9297,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9297,92.97,Adecuada
25,Cundinamarca,2022,PENTA3,0.8494,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8494,84.94,Media
27,Chocó,2022,PENTA3,0.7756,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7756,77.56,Baja
54,Norte de Santander,2022,PENTA3,0.9033,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9033,90.33,Adecuada
63,Quindio,2022,PENTA3,0.863,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.863,86.3,Media
66,Risaralda,2022,PENTA3,0.9014,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9014,90.14,Adecuada
68,Santander,2022,PENTA3,0.83,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.83,83.0,Media
70,Sucre,2022,PENTA3,0.8619,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8619,86.19,Media
73,Tolima,2022,PENTA3,0.8926,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8926,89.25999999999999,Media
76,Valle del Cauca,2022,PENTA3,0.9386,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9386,93.86,Adecuada
81,Arauca,2022,PENTA3,0.9076,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9076,90.75999999999999,Adecuada
85,Casanare,2022,PENTA3,0.9334,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9334,93.34,Adecuada
86,Putumayo,2022,PENTA3,0.9763,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9763,97.63,Alta
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,PENTA3,0.8941,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8941,89.41,Media
91,Amazonas,2022,PENTA3,0.7813,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7813,78.13,Baja
94,Guainía,2022,PENTA3,0.8644,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8644,86.44,Media
95,Guaviare,2022,PENTA3,0.9673,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9673,96.73,Alta
97,Vaupés,2022,PENTA3,0.8857,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8857,88.57000000000001,Media
99,Vichada,2022,PENTA3,0.712,IndicatorState1,0,49.99,80,89.99,90,94.99,0.712,71.2,Baja
5,Antioquia,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
8,Atlántico,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
11,Bogotá  D.C.,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
13,Bolívar,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
15,Boyacá,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
17,Caldas,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
18,Caquetá,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
19,Cauca,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
20,Cesar,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
23,Córdoba,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
25,Cundinamarca,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
27,Chocó,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
41,Huila,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
44,La Guajira,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
47,Magdalena,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
50,Meta,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
52,Nariño,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
54,Norte de Santander,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
63,Quindio,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
66,Risaralda,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
68,Santander,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
70,Sucre,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
73,Tolima,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
76,Valle del Cauca,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
81,Arauca,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
85,Casanare,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
86,Putumayo,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
91,Amazonas,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
94,Guainía,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
95,Guaviare,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
97,Vaupés,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
99,Vichada,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
5,Antioquia,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9064,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9064,90.64,Adecuada
8,Atlántico,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9468,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9468,94.67999999999999,Adecuada
11,Bogotá D.C.,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.6935,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6935,69.35,Baja
13,Bolívar,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9127,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9127,91.27,Adecuada
15,Boyacá,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8545,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8545,85.45,Media
17,Caldas,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8511,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8511,85.11,Media
18,Caquetá,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9192,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9192,91.92,Adecuada
19,Cauca,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9371,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9371,93.71000000000001,Adecuada
20,Cesar,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9674,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9674,96.74000000000001,Alta
23,Córdoba,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.949,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.949,94.89999999999999,Adecuada
25,Cundinamarca,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8327,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8327,83.27,Media
27,Chocó,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9809,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9809,98.09,Alta
41,Huila,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9129,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9129,91.29,Adecuada
44,La Guajira,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,1.0085,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0085,100.85,Alta
47,Magdalena,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9749,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9749,97.49,Alta
